Juan Francisco Moreno Fuertes,1988-09-11,8000000
Kwadwo Asamoah,1988-12-09,8000000
Jefferson Montero,1989-09-01,11000000
Kieran Trippier,1990-09-19,10000000
Kieran Gibbs,1989-09-26,8500000
Nicolai Müller,1987-09-25,10000000
Sebastian Langkamp,1988-01-15,8000000
Moussa Sissoko,1989-08-16,11000000
Fin Bartels,1987-02-07,10000000
Raúl Bobadilla,1987-06-18,10000000
Troy Deeney,1988-06-29,10500000
Maximiliano Pereira,1984-06-08,4000000
Andy Carroll,1989-01-06,10500000
Jose Holebas,1984-06-27,4000000
Sung Yueng Ki,1989-01-24,10500000
Pedro Mosquera Parada,1988-04-21,8000000
Miguel Layún,1988-06-25,8000000
Esteban Granero Molina,1987-07-02,10000000
Paul Baysse,1988-05-18,8000000
Miguel Luís Pinto Veloso,1986-05-11,7000000
Cristian Zapata,1986-09-30,7500000
Steven Defour,1988-04-15,10000000
Jack Cork,1989-06-25,10500000
Fran. Javier García Fernández,1987-02-08,7500000
Alfreð Finnbogason,1989-02-01,9000000
Juan Miguel Jimenez López,1993-05-20,12500000
Neven Subotic,1988-12-10,7000000
Pablo De Blasis,1988-02-04,8500000
Matt Phillips,1991-03-13,10500000
Diego Reyes,1992-09-19,10000000
Iván Ramis Barrios,1984-10-25,5000000
Valon Behrami,1985-04-19,5000000
Cristian Portugues Manzanera,1992-05-21,11500000
Eric Maxim Choupo-Moting,1989-03-23,9000000
Jesé Rodríguez Ruíz,1993-02-26,11500000
Luís Hernández Rodríguez,1989-04-14,8000000
Jonathan Castro Otto,1994-03-03,10000000
Leonardo Pavoletti,1988-11-26,9000000
Franck Yannick Kessié,1996-12-19,14000000
Daniele Bonera,1981-05-31,1200000
Marcelo dos Santos Ferreira,1989-07-27,7500000
Dalbert Chagas Estevão,1993-09-08,10500000
Gareth McAuley,1979-12-05,1200000
Alen Halilovic,1996-06-18,13000000
Nadiem Amiri,1996-10-27,13000000
Nicolás Burdisso,1981-04-12,1200000
André Carrillo,1991-06-14,10500000
Marco Andreolli,1986-06-10,6000000
Bruno González Cabrera,1990-05-24,9000000
Óscar Duarte,1989-06-03,7000000
Jozabed Sánchez Ruiz,1991-03-08,11000000
Fernando Pacheco Flores,1992-05-18,8000000
Vitor Hugo Franchescoli Souza,1991-05-20,9000000
Oscar Wendt,1985-10-24,6000000
Jordan Veretout,1993-03-01,12000000
Juan Guilherme Nunes Jesus,1991-06-10,7500000
Erik Durm,1992-05-12,9000000
Marcel Risse,1989-12-17,9500000
Bryan Ruíz,1985-08-18,8000000
Jordi Amat Maas,1992-03-21,10500000
Benjamin Stambouli,1990-08-13,9000000
Antonio Rukavina,1984-01-26,3400000
Sergio León Limones,1989-01-06,9000000
Mohamed Elneny,1992-07-11,10000000
Daniel Torres,1989-11-15,8500000
Shinji Okazaki,1986-04-16,8000000
Nathan Redmond,1994-03-06,13000000
Leandro Castán da Silva,1986-11-05,6500000
Mário Rui Silva Duarte,1991-05-27,8500000
André Almeida Pinto,1989-10-05,8500000
Loïc Rémy,1987-01-02,8500000
Andrea Bertolacci,1991-01-11,11000000
Andrija Živkovic,1996-07-11,14000000
Mario Lemina,1993-09-01,12000000
Gorka Iraizoz Moreno,1981-03-06,1200000
Tomás Rincón,1988-01-13,8500000
Ycya csako,1990-05-18,10500000
Lamine Sané,1987-03-22,6500000
Joshua King,1992-01-15,11500000
Bartolomeu Quissanga,1991-11-23,10000000
Alexander Meier,1983-01-17,4700000
Georges-Kévin Nkoudou,1995-02-13,12000000
Martín Montoya Torralbo,1991-04-14,9000000
Matteo Politano,1993-08-03,12000000
Mauro Zárate,1987-03-18,8500000
Marc Albrighton,1989-11-18,9500000
Andre Gray,1991-06-26,11000000
Mathew Ryan,1992-04-08,8000000
Alessandro Gamberini,1981-08-27,2100000
Yoel Rodríguez Oterino,1988-08-28,6000000
Silvan Widmer,1993-03-05,10000000
Santiago Gentiletti,1985-01-09,5000000
Carlos Sánchez,1986-02-06,6000000
Gregoire Defrel,1991-06-17,11000000
Tim Krul,1988-04-03,7000000
Johannes Geis,1993-08-17,9500000
Paul Verhaegh,1983-09-01,3400000
Håvard Nordtveit,1990-06-21,8500000
Bruno Miguel Semedo Varela,1994-11-04,9000000
Makoto Hasebe,1984-01-18,3600000
Yoshinori Mutc,1992-07-15,12000000
Jhon Córdoba,1993-05-11,12000000
Roberto Rosales,1988-11-20,7000000
Marcos Llorente Moreno,1995-01-30,12000000
Wallace Fortuna Santos,1994-10-14,11500000
Pedro Mba Obiang Avomo,1992-03-27,10000000
Artur Boruc,1980-02-20,600000
Vlad Chirichec,1989-11-14,7500000
Cyril Théréau,1983-04-24,4500000
Diego Rolán,1993-03-24,11500000
Pedro Henrique Pereira da Silva,1992-12-18,10000000
Bruno Miguel Boialvo Gaspar,1993-04-21,10000000
Cristian Tello Herrera,1991-08-19,10500000
Sébastien Haller,1994-06-22,12000000
Frederik Sørensen,1992-04-14,9500000
Leon Britton,1982-09-16,2700000
Vincenzo Grifo,1993-04-07,11500000
Sandro Ramírez Castillo,1995-07-09,13500000
Fabian Delph,1989-11-21,10000000
Aleksandar Dragovic,1991-03-06,9000000
Davy Pröpper,1991-09-02,11000000
Jordan Pickford,1994-03-07,10000000
Luis Carlos Correia Pinto,1985-05-05,4900000
Zouhair Feddal,1989-12-23,8500000
Jesús Vallejo Lázaro,1997-01-05,11500000
David García Santana,1982-02-25,2100000
Joe Allen,1990-03-14,10000000
Lucas Hernández,1996-02-14,13500000
Aaron Mooy,1990-09-15,10500000
José Gómez Campaña,1993-05-31,10000000
Wendell Nascimento Borges,1993-07-20,9500000
Roman Weidenfeller,1980-08-06,1200000
Jonas Hofmann,1992-07-14,11500000
Harry Arter,1989-12-28,10000000
Mauricio Lemos,1995-12-28,10500000
Felipe Caicedo,1988-09-05,9000000
Stefano Sturaro,1993-03-09,11500000
Pablo Fornals Malla,1996-02-22,14000000
Sergi Gómez Solà,1992-03-28,10500000
Lorenzo Pellegrini,1996-06-19,13000000
Andrea Masiello,1986-02-05,6000000
Allan Nyom,1988-05-10,6500000
Facundo Roncaglia,1987-02-10,6500000
Jonathan De Guzmán,1987-09-13,8500000
Mathieu Debuchy,1985-07-28,6000000
Simon Terodde,1988-03-02,9000000
José Luis Garcia del Pozo,1991-01-11,9500000
James Morrison,1986-05-25,8000000
Fábio Alexandre Silva Coentrão,1988-03-11,6500000
Joel Campbell,1992-06-26,11000000
Cristhian Stuani,1986-10-12,8500000
Jetro Willems,1994-03-30,9500000
Aaron Lennon,1987-04-16,8500000
Fraser Forster,1988-03-17,7000000
Stefano Okaka,1989-08-09,9500000
Ricardo José Araújo Ferreira,1992-11-25,10000000
Wes Morgan,1984-01-21,3600000
Jordan Lukaku,1994-07-25,10000000
Cheikhou Kouyaté,1989-12-21,8500000
Álvaro González Soberón,1990-01-08,8500000
Charles Dias De Oliveira,1984-04-04,5500000
Francesco Magnanelli,1984-11-12,5000000
Martin Hinteregger,1992-09-07,10000000
Wesley Hoedt,1994-03-06,10500000
Perparim Hetemaj,1986-12-12,8000000
Adnan Januzaj,1995-02-05,12500000
Bruno César Zanaki,1988-11-03,9000000
Raphael Dias Belloli,1996-12-14,13000000
Mame Diouf,1987-12-16,9000000
Mirko Valdifiori,1986-04-21,6000000
Rafael Tolói,1990-10-10,9000000
Bastian Oczipka,1989-01-12,7000000
Stefan Bell,1991-08-24,9500000
Moussa Marega,1991-04-14,9500000
Abdul Rahman Baba,1994-07-02,10000000
Steven Davis,1985-01-01,6500000
Amadou Diawara,1997-07-17,12000000
Henri Saivet,1990-10-26,11000000
Jeffrey Gouweleeuw,1991-07-10,9000000
Ivan Radovanovic,1988-08-29,7000000
Sergio Álvarez Conde,1986-08-03,5500000
Martín Cáceres,1987-04-07,6500000
Marco Höger,1989-09-16,9000000
Scott Dann,1987-02-14,6500000
Danny Latza,1989-12-07,10000000
Onyinye Ndidi,1996-12-16,12000000
Otávio Edmilson da Silva Monteiro,1995-02-09,12000000
Jonjo Shelvey,1992-02-27,11500000
Leroy Fer,1990-01-05,10000000
Ramiro Funes Mori,1991-03-05,9500000
Steve Cook,1991-04-19,9000000
Lewis Holtby,1990-09-18,10500000
Daryl Janmaat,1989-07-22,7500000
Patrik Schick,1996-01-24,14500000
Alessandro Schöpf,1994-02-07,12000000
Ladislav Krejcí,1992-07-05,11500000
Harry Maguire,1993-03-05,10500000
Gonzalo Escalante,1993-03-27,10500000
Shane Long,1987-01-22,7500000
Saido Berahino,1993-08-04,10500000
Imanol Agirretxe Arruti,1987-02-24,7500000
Martin Harnik,1987-06-10,7500000
Aarón Martín Caricol,1997-04-22,9500000
Boštjan Cesar,1982-07-09,2300000
Ricardo Jorge da Luz Horta,1994-09-15,11000000
Pedro Alcalá Guirado,1989-03-19,6000000
João Maria Palhinha Gonçalves,1995-07-09,10000000
Leon Bailey,1997-08-09,12000000
Matthias Lehmann,1983-05-28,2300000
Julian Korb,1992-03-21,7500000
Danny Ings,1992-07-23,10000000
Lukas Rupp,1991-01-08,9000000
Tobias Strobl,1990-05-12,7500000
Marko Rog,1995-07-19,12500000
Javier Manquillo Gaitán,1994-05-05,9000000
Nils Petersen,1988-12-06,8000000
Tom Cleverley,1989-08-12,8000000
Darren Fletcher,1984-02-01,4500000
Jakub Jankto,1996-01-19,12000000
Christian Atsu,1992-01-10,9500000
Javier López Rodríguez,1986-01-21,5000000
Sam Vokes,1989-10-21,9000000
Péter Gulácsi,1990-05-06,6000000
Etienne Capoue,1988-07-11,7500000
Davide Santon,1991-01-02,7500000
Jairo Samperio Bustara,1993-07-11,10500000
Pascal Groß,1991-06-15,9500000
Stefan Kießling,1984-01-25,4800000
Mark Noble,1987-05-08,5500000
Emerson Palmieri dos Santos,1994-08-03,8500000
Geoff Cameron,1985-07-11,5000000
Christian Fuchs,1986-04-07,5000000
Fabian Frei,1989-01-08,7500000
Renan Bardini Bressan,1988-11-03,7500000
Jesús Gámez Duarte,1985-04-10,4300000
Tony Jantschke,1990-04-07,7000000
Wilson Bruno Naval Costa Eduardo,1990-07-08,8500000
Mattia Destro,1991-03-20,9500000
Muhamed Bešic,1992-09-10,9000000
Mattia Caldara,1994-05-05,10500000
Alexis Ruano Delgado,1985-08-04,5000000
Niklas Moisander,1985-09-29,5000000
Alejandro Gálvez Jimena,1989-06-06,7000000
Jonathan Calleri,1993-09-23,10500000
Sebastián Cristóforo,1993-08-23,8500000
Jay Rodriguez,1989-07-29,8000000
Albin Ekdal,1989-07-28,8000000
Papa Kouli Diop,1986-03-19,5000000
Luca Rossettini,1985-05-09,4400000
Timmy Chandler,1990-03-29,7000000
Federico Viviani,1992-03-24,10000000
Filip Krovinovic,1995-08-29,10500000
Jasmin Kurtic,1989-01-10,7500000
Gil Bastiao Dias,1996-09-28,11000000
Timothy Fosu-Mensah,1998-01-02,12000000
Lorenzo De Silvestri,1988-05-23,6000000
Alberto Paloschi,1990-01-04,9000000
Guilherme dos Santos Torres,1991-04-05,7500000
Gabriel Mercado,1987-03-18,5500000
Gabriel Barbosa Almeida,1996-08-30,12000000
Fabio Borini,1991-03-23,9000000
Ciaran Clark,1989-09-26,7500000
Luca Cigarini,1986-06-20,6500000
Riccardo Meggiorini,1985-09-04,7000000
Michel Macedo Rocha Machado,1990-02-15,7000000
James Collins,1983-08-23,3100000
Admir Mehmedi,1991-03-16,9000000
Costel Pantilimon,1987-02-01,4900000
Gianluca Lapadula,1990-02-07,9000000
Khouma Babacar,1993-03-17,10500000
Renato Júnior Luz Sanches,1997-08-18,12000000
Mariano Izco,1983-03-13,3700000
Steve Mounié,1994-09-29,11000000
Daniel Brosinski,1988-07-17,6000000
Roger Martí Salvador,1991-01-03,9500000
Dyego Wilverson Ferreira Sousa,1989-09-14,8000000
Andrés Eduardo Fernández Moreno,1986-12-16,4900000
Alessandro Matri,1984-08-19,6000000
Tin Jedvaj,1995-11-28,10000000
Eneko Bóveda Altube,1988-12-14,6000000
Fabian Lustenberger,1988-05-02,6000000
Jordan Ayew,1991-09-11,9500000
Marco Storari,1977-01-07,525000
Asier Riesgo Unamuno,1983-10-06,3900000
Iago Herrerín Buisán,1988-01-25,5000000
Gregory van der Wiel,1988-02-03,6000000
Jakub Bcaszczykowski,1985-12-14,7000000
Ermin Bicakcic,1990-01-24,7500000
Leonardo Spinazzola,1993-03-25,10500000
Anthony Knockaert,1991-11-20,9500000
Peter Pekarík,1986-10-30,5500000
Ja Cheol Koo,1989-02-27,8000000
Fábio Santos Martins,1993-07-24,10500000
Manuel Schmiedebach,1988-12-05,6000000
Levin Öztunali,1996-03-15,11500000
Miloš Jojic,1992-03-19,9500000
Santiago Mina Lorenzo,1995-12-07,11000000
Giampaolo Pazzini,1984-08-02,6000000
Valentin Stocker,1989-04-12,8000000
Juan Pablo Añor,1994-01-24,12500000
Luca Antonelli,1987-02-11,5500000
David Timor Copoví,1989-10-17,7500000
Breel Embolo,1997-02-14,14000000
André Hahn,1990-08-13,9000000
Alfred Duncan,1993-03-10,10500000
Marc Stendera,1995-12-10,12000000
Andrea Ranocchia,1988-02-16,6000000
Bernardo Espinosa,1989-07-11,7500000
Nenad Tomovic,1987-08-30,6000000
Robbie Brady,1992-01-14,9500000
Lazar Markovic,1994-03-02,10000000
Sebastian De Maio,1987-03-05,5500000
Carlos Soler Barragán,1997-01-02,12000000
Jon Ander Serantes Simón,1989-10-24,6000000
Carlos Manuel Cardoso Mané,1994-03-11,10500000
Aritz Elustondo,1994-03-28,9500000
Óscar Romero,1992-07-04,10000000
Víctor Laguardia Cisneros,1989-11-05,7500000
Yussuf Poulsen,1994-06-15,11000000
Aaron Cresswell,1989-12-15,7000000
Douglas Renato de Jesus,1983-03-09,3100000
Víctor Camarasa Ferrando,1994-05-28,11500000
Paolo Hurtado,1990-07-27,9000000
Aythami Artiles Oliva,1986-04-02,5000000
Adrián González Morales,1988-05-25,7500000
Mërgim Mavraj,1986-06-09,5000000
Aaron Hunt,1986-09-04,7500000
Florian Niederlechner,1990-10-24,9000000
James Tarkowski,1992-11-19,8500000
Charly Musonda,1996-10-15,12500000
Simon Francis,1985-02-16,4400000
Daniel Castelo Podence,1995-10-21,11500000
Erdem cen,1989-01-05,6000000
Matthew Lowton,1989-06-09,6000000
Ricardo José Monteiro,1983-10-07,4500000
Chancel Mbemba,1994-08-08,9000000
Cristiano Piccini,1992-09-26,8500000
cukasz Skorupski,1991-05-05,6500000
Lucas Torreira,1996-02-11,11500000
Marko Pjaca,1995-05-06,12500000
José Pedro Malheiro de Sá,1993-01-17,7500000
Federico Cartabia,1993-01-20,10500000
Dario Dainelli,1979-06-09,1000000
Luka Milivojevic,1991-04-07,8500000
Benjamin Henrichs,1997-02-23,11000000
Dennis Praet,1994-05-14,10500000
Gelson Tavares Fernandes,1986-09-02,5500000
André Gomes Magalhães Almeida,1990-09-10,7500000
Mattia De Sciglio,1992-10-20,8500000
Omar Mascarell González,1993-02-02,8500000
Thomas Heurtaux,1988-07-03,6000000
Giovanni Simeone,1995-07-05,12500000
Emiliano Insúa,1989-01-07,6000000
Thomas Kraft,1988-07-22,5500000
Iñigo Lekue Martínez,1993-05-04,9000000
Dominik Kohr,1994-01-31,8500000
Ibai Gómez Pérez,1989-11-11,8000000
Yoric Ravet,1989-09-12,8000000
Pere Pons Riera,1993-02-20,10500000
Carlos Martínez Díaz,1986-04-09,5000000
Aleix Vidal Parreu,1989-08-21,6500000
Víctor García,1994-06-11,9000000
Alberto Moreno Pérez,1992-07-05,8000000
Diego Rico Salguero,1993-02-23,8500000
Marc Muniesa Martínez,1992-03-27,9000000
Felipe Dal Bello,1984-07-31,3800000
Seko Fofana,1995-05-07,11000000
Alejandro Arribas Garrido,1989-05-01,6500000
Dimitrios Siovas,1988-09-16,5500000
David Rodriguez Lombán,1987-06-05,4900000
Iván Cuéllar Sacristán,1984-05-27,3400000
Jonas Lössl,1989-02-01,5500000
Ricardo Álvarez,1988-04-12,6500000
Arthur Masuaku,1993-11-07,7500000
Francisco Rico Castro,1987-08-03,5000000
Caiuby Fr. da Silva,1988-07-14,6500000
Gabriel Appelt Pires,1993-09-18,9000000
Diafra Sakho,1989-12-24,8000000
Michael Esser,1987-11-22,4500000
Yannick Gerhardt,1994-03-13,7500000
Robert Bauer,1995-04-09,7000000
Robin Knoche,1992-05-22,7000000
Leon Balogun,1988-06-28,6000000
Nathan Aké,1995-02-18,9500000
Fransérgio Rodrigues Barbosa,1990-10-18,8000000
Jonathan Silva,1994-06-29,7500000
Fayçal Fajr,1988-08-01,6500000
Matt Ritchie,1989-09-10,7000000
Federico Chiesa,1997-10-25,11500000
Jeff Hendrick,1992-01-31,8500000
Philipp Bargfrede,1989-03-03,5500000
Eduardo dos Reis Carvalho,1982-09-19,2700000
Danilo D'Ambrosio,1988-09-09,5500000
Héldon Augusto Almeida Ramos,1988-11-14,6500000
Wayne Routledge,1985-01-07,5000000
Alexander Schwolow,1992-06-02,6000000
Franco Di Santo,1989-04-07,7000000
Marvin Zeegelaar,1990-08-12,5500000
Remo Freuler,1992-04-15,8500000
José Luis Sanmartín Mato,1990-03-27,8000000
Francisco Geraldes,1995-04-18,10500000
Gonzalo Castro,1984-09-14,5000000
Riechedly Bazoer,1996-10-12,10000000
Andreas Beck,1987-03-13,4800000
Genki Haraguchi,1991-05-09,8000000
Rafael Pinheiro Andrade Bittencourt,1982-03-03,1600000
Álvaro Odriozola Arzalluz,1995-12-14,9000000
Matías Silvestre,1984-09-25,3800000
Glen Johnson,1984-08-23,3700000
Eugen Polacski,1986-03-17,4500000
Nicolás Spolli,1983-02-20,2000000
Miguel Torres Gómez,1986-01-28,4400000
Albano Bizzarri,1977-11-09,450000
Gaëtan Bussmann,1991-02-02,6500000
André Filipe Luz Horta,1996-11-07,10000000
Alhassan Wakaso,1992-01-07,7500000
Edinaldo Gomes Pereira,1988-08-25,6000000
Paulo Sérgio Mota,1991-07-13,6500000
Ezequiel Schelotto,1989-05-23,5500000
Pablo Insua Blanco,1993-09-09,7500000
Nathaniel Chalobah,1994-12-12,9000000
Artur Ionicc,1990-08-17,7000000
Ashley Young,1985-07-09,4400000
Claudio Pizarro,1978-10-03,2400000
Marten de Roon,1991-03-29,8000000
Antonio Barreca,1995-03-18,10000000
Patrick van Aanholt,1990-08-29,6500000
Gustavo Gómez,1993-05-06,7000000
Amato Ciciretti,1993-12-31,9500000
Chris Brunt,1984-12-14,5000000
Ahmed Hassan,1993-03-05,9000000
João Pedro G. Santos Galvão,1992-03-09,8500000
Andrea Poli,1989-09-29,7000000
Nikola Vukcevic,1991-12-13,7000000
Ahmed Musa,1992-10-14,9000000
Younès Kaboul,1986-01-04,4500000
Niko Bungert,1986-10-24,4900000
Jorge Franco Alviz,1993-10-29,9000000
Munir El Haddadi,1995-09-01,9500000
Jeremy Toljan,1994-08-08,8000000
Andrea Conti,1994-03-02,10000000
Maarten Stekelenburg,1982-09-22,2700000
Mauro Dos Santos,1989-07-07,6500000
Dwight Gayle,1990-10-17,8500000
Maximiliano Gómez,1996-08-14,9500000
Saphir Taïder,1992-02-29,8000000
Stefan Ilsanker,1989-05-18,5500000
Luciano Narsingh,1990-09-13,7000000
Steven Zuber,1991-08-17,7000000
Luca Rizzo,1992-04-24,8000000
Mariano Barbosa,1984-07-27,3800000
Bruno Daniel Castro Moreira,1987-09-06,6500000
Callum Wilson,1992-02-27,8500000
Ghislain Konan,1995-12-27,8000000
Christian Kabasele,1991-02-24,6500000
Alexandru Maxim,1990-07-08,8000000
Christian Mathenia,1992-03-31,6000000
Chris Wood,1991-12-07,8500000
Nathan Dyer,1987-11-29,6500000
Fabian Schär,1991-12-20,7000000
Danny Simpson,1987-01-04,4800000
Haris Seferovic,1992-02-22,8500000
Emil Hallfreðsson,1984-06-29,3900000
Jake Livermore,1989-11-14,7500000
Douglas Justino de Melo,1994-03-22,7500000
Joaquín Navarro Jiménez,1990-01-23,6500000
Roberto Inglese,1991-11-12,8500000
Erik Pieters,1988-08-07,5500000
Cássio Albuquerque Anjos,1980-08-12,900000
Miguel Angel Britos,1985-07-17,4500000
Alex McCarthy,1989-12-03,5500000
Daniel Castellano Betancor,1987-11-02,5000000
Pierre-Emile Højbjerg,1995-08-05,9000000
Simone Scuffet,1996-05-31,7500000
Emiliano Moretti,1981-06-11,900000
Sebastian Jung,1990-06-22,6000000
Daniel Amartey,1994-12-21,8000000
Ramazan Özcan,1984-06-28,3400000
Martin Olsson,1988-05-17,5000000
Paolo Cannavaro,1981-06-26,900000
Giulio Donati,1990-02-05,6000000
Filip corcevic,1987-09-28,6500000
Rubén Blanco Veiga,1995-07-25,7500000
Darko Lazovic,1990-09-15,7000000
Pedro Tanausú Domínguez Placeres,1990-09-20,7000000
Maya Yoshida,1988-08-24,5500000
Danilo Cataldi,1994-08-06,9500000
Samuel García Sánchez,1990-06-15,7000000
Jean-Philippe Gbamin,1995-09-25,8500000
Aleksandar Mitrovic,1994-09-16,9000000
Francisco Femenía Far,1991-02-02,7000000
Calum Chambers,1995-01-20,9000000
Luca Rigoni,1984-12-07,5000000
Charlie Daniels,1986-09-07,4800000
Enrique García Martínez,1989-11-25,8000000
Konstantinos Stafylidis,1993-12-02,7000000
Sabin Merino Zuloaga,1992-01-04,8500000
Ishak Belfodil,1992-01-12,8500000
Simone Missiroli,1986-05-23,5500000
Sergio Floccari,1981-11-12,3100000
Milan Škriniar,1995-02-11,8000000
Nuno Miguel Sousa Pinto,1986-08-06,4800000
Mubarak Wakaso,1990-07-25,7000000
Ivan Strinic,1987-07-17,5000000
Yvon Mvogo,1994-06-06,7000000
Gaku Shibasaki,1992-05-28,7500000
Will Hughes,1995-04-17,10000000
Jefferson Nascimento,1988-07-05,5500000
Kelechi Iheanacho,1996-10-03,11500000
Riad Bajic,1994-05-06,9500000
Pirmin Schwegler,1987-03-09,4900000
Bobby Wood,1992-11-15,9500000
Jaume Domenech Sánchez,1990-11-05,6000000
Viktor Fischer,1994-06-09,9500000
Daniel Ginczek,1991-04-13,8000000
Christian Maggio,1982-02-11,1400000
Salvador José Milhazes Agra,1991-11-11,8500000
Jérôme Gondorf,1988-06-26,6500000
Mathias Jørgensen,1990-04-23,6500000
Jonathan Walters,1983-09-20,4200000
James McArthur,1987-10-07,6500000
Stephen Ward,1985-08-20,4400000
Sven Ulreich,1988-08-03,4700000
Borja García Freire,1990-11-02,8000000
Pedro Filipe Barbosa Moreira,1992-12-20,9000000
Andrew Robertson,1994-03-11,8000000
Rubén Salvador Pérez del Mármol,1989-04-26,6000000
Dominic Maroh,1987-03-04,4900000
Karol Linetty,1995-02-02,10500000
Theo Hernández,1997-10-06,9000000
Ricardo Jorge Novo Nunes,1982-07-06,2700000
Oumar Niasse,1990-04-18,7000000
Ervin Zukanovic,1987-02-11,4900000
Antonio García Aranda,1989-11-07,6000000
Mattheus A. Gama de Oliveira,1994-07-07,9500000
Ádám Szalai,1987-12-09,6500000
Adalberto Peñaranda,1997-05-31,11000000
Simon Falette,1992-02-19,7000000
Alessio Cerci,1987-07-23,6500000
Theodor Gebre Selassie,1986-12-24,4800000
Martín Mantovani,1984-07-07,3800000
Andrew Surman,1986-08-20,6000000
Stefano Sensi,1995-08-05,10000000
Julián Omar Ramos Suárez,1988-01-26,6500000
Nabil El Zhar,1986-08-27,6500000
Kyle Naughton,1988-11-11,5500000
Jefferson Lerma,1994-10-25,8500000
Matheus Lima Magalhães,1992-07-19,6500000
Marcel Halstenberg,1991-09-27,7000000
James Tomkins,1989-03-29,6000000
Lewis Dunk,1991-11-21,7500000
Alberto de la Bella Madueño,1985-12-02,4400000
Djavan da Silva Ferreira,1987-12-31,5000000
Antonio Manuel Luna Rodriguez,1991-03-17,7000000
Sejad Salihovic,1984-10-08,5000000
Craig Dawson,1990-05-06,6000000
Marvin Compper,1985-06-14,3800000
Yohan Benalouane,1987-03-28,4900000
Adrián López Alvarez,1988-01-08,6500000
Giancarlo González,1988-02-08,5000000
Welthon Fiel Sampaio,1992-06-21,9000000
Godfred Donsah,1996-06-17,10000000
Alberto Aquilani,1984-07-07,5000000
Manuel García Sánchez,1986-04-26,4500000
David Juncà Reñé,1993-11-16,6500000
Miguel Ángel Guerrero Martín,1990-07-12,6500000
Jaroslav Drobný,1979-10-18,375000
Afriyie Acquah,1992-01-05,7000000
Richarlison de Andrade,1997-05-10,9500000
Guillermo Maripán,1994-05-06,6000000
Angelo Esmael da Costa Júnior,1983-11-12,2800000
Michael Gregoritsch,1994-04-18,7500000
Radosav Petrovic,1989-03-08,4600000
Marco Russ,1985-08-04,3800000
Fernando Navarro Corbacho,1982-06-25,1200000
Ádám Nagy,1995-06-17,8500000
Joel Ward,1989-10-29,5000000
Ashley Barnes,1989-10-30,6000000
Samuel Armenteros,1990-05-27,6500000
Claudio Beauvue,1988-04-16,5500000
Danilo Barbosa da Silva,1996-02-28,8000000
Marc-Oliver Kempf,1995-01-28,6500000
Goran Pandev,1983-07-27,3500000
Joaquín Correa,1994-08-13,8500000
Luigi Sepe,1991-05-08,4900000
Ben Watson,1985-07-09,3800000
Juan Carlos Pérez López,1990-03-30,5000000
João Miguel Coimbra Aurélio,1988-08-17,4400000
Ayoze Pérez Gutiérrez,1993-07-29,8000000
Jicí Pavlenka,1992-04-14,5500000
Gian Marco Ferrari,1992-05-15,6500000
Rubén Peña Jiménez,1991-07-18,7000000
Diego Farías da Silva,1990-05-10,6500000
Domenico Maietta,1982-08-03,1700000
Rômulo Souza Orestes Caldeira,1987-05-22,5000000
Anaitz Arbilla Zabala,1987-05-15,4099999
Guillermo Celis,1993-05-08,6500000
Nico Elvedi,1996-09-30,8000000
Marcelo Augusto Ferreira Teixeira,1987-10-13,4300000
Diego Falcinelli,1991-06-26,6500000
Maximiliano López,1984-04-03,3500000
André Geraldes de Barros,1991-05-02,5500000
Raúl Fdez-Cavada Mateos,1988-03-13,4600000
Peter Crouch,1981-01-30,2000000
Matheus Fellipe Costa Pereira,1996-05-05,9500000
Damián Suárez,1988-04-27,4300000
Robin Quaison,1993-10-09,7500000
Ricardo Centurión,1993-01-19,7500000
Tobias Sippel,1988-03-22,3800000
Benik Afobe,1993-02-12,7500000
Carles Planas Antolínez,1991-03-04,5500000
Charlie Adam,1985-12-10,4800000
Antonio Latorre Grueso,1997-11-21,7000000
Tom Ince,1992-01-30,7000000
Aleksandar Katai,1991-02-06,6500000
Christian Clemens,1991-08-04,6500000
Lionel Carole,1991-04-12,5500000
Renato João Saleiro Santos,1991-10-05,6500000
Àngel Rangel Zaragoza,1982-10-28,1600000
Joel Robles Blázquez,1990-06-17,4600000
Jaïro Riedewald,1996-09-09,7000000
Nico Schulz,1993-04-01,6500000
James McClean,1989-04-22,5500000
Filip curicic,1992-01-30,7000000
Edgar Barreto,1984-07-15,4300000
Alex Meret,1997-03-22,10500000
Fabiano Ribeiro de Freitas,1988-02-29,3800000
Boukary Dramé,1985-07-22,3700000
Raúl García Carnero,1989-04-30,4400000
Luca Caldirola,1991-02-01,6000000
Pol Mikel Lirola Kosok,1997-08-13,6000000
Wayne Hennessey,1987-01-24,3600000
Bruno Alexandre Vieira Almeida,1997-12-02,9500000
Rúben Miguel Nunes Vezo,1994-04-25,6500000
Josip Drmic,1992-08-08,7500000
Rúben Tiago Rodrigues Ribeiro,1987-08-01,5500000
Gabriele Angella,1989-04-28,4600000
José Luis Palomino,1990-01-05,5500000
Shane Duffy,1992-01-01,6500000
Sergio Postigo Redondo,1988-11-04,5000000
Gctoku Sakai,1991-03-14,5500000
Vasco Herculano Cunha Fernandes,1986-11-12,4200000
Cengiz Ünder,1997-07-14,8500000
Filipe Augusto Carvalho Souza,1993-08-12,8000000
Brice Dja Djédjé,1990-12-23,5500000
Paulo Henrique Soares dos Santos,1994-07-10,8500000
